,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
5587,16881922,65945,ASTRAL25DEC1300CE,ASTRAL,0.0,2025-12-30,1300.0,0.05,425,CE,NFO-OPT,NFO
5588,16882178,65946,ASTRAL25DEC1300PE,ASTRAL,0.0,2025-12-30,1300.0,0.05,425,PE,NFO-OPT,NFO
5589,16888066,65969,ASTRAL25DEC1540CE,ASTRAL,0.0,2025-12-30,1540.0,0.05,425,CE,NFO-OPT,NFO
5590,16888578,65971,ASTRAL25DEC1540PE,ASTRAL,0.0,2025-12-30,1540.0,0.05,425,PE,NFO-OPT,NFO
5591,18930178,73946,ASTRAL25DEC1280CE,ASTRAL,0.0,2025-12-30,1280.0,0.05,425,CE,NFO-OPT,NFO
5592,18930434,73947,ASTRAL25DEC1280PE,ASTRAL,0.0,2025-12-30,1280.0,0.05,425,PE,NFO-OPT,NFO
5593,18934274,73962,ASTRAL25DEC1560CE,ASTRAL,0.0,2025-12-30,1560.0,0.05,425,CE,NFO-OPT,NFO
5594,18934530,73963,ASTRAL25DEC1560PE,ASTRAL,0.0,2025-12-30,1560.0,0.05,425,PE,NFO-OPT,NFO
5595,16889346,65974,ASTRAL25DEC1580PE,ASTRAL,0.0,2025-12-30,1580.0,0.05,425,PE,NFO-OPT,NFO
5596,16891650,65983,ASTRAL25DEC1740CE,ASTRAL,0.0,2025-12-30,1740.0,0.05,425,CE,NFO-OPT,NFO
5597,16891906,65984,ASTRAL25DEC1740PE,ASTRAL,0.0,2025-12-30,1740.0,0.05,425,PE,NFO-OPT,NFO
5598,18937602,73975,ASTRAL25DEC1720PE,ASTRAL,0.0,2025-12-30,1720.0,0.05,425,PE,NFO-OPT,NFO
5599,16890626,65979,ASTRAL25DEC1700CE,ASTRAL,0.0,2025-12-30,1700.0,0.05,425,CE,NFO-OPT,NFO
5600,16890882,65980,ASTRAL25DEC1700PE,ASTRAL,0.0,2025-12-30,1700.0,0.05,425,PE,NFO-OPT,NFO
5601,18936834,73972,ASTRAL25DEC1680CE,ASTRAL,0.0,2025-12-30,1680.0,0.05,425,CE,NFO-OPT,NFO
5602,18937090,73973,ASTRAL25DEC1680PE,ASTRAL,0.0,2025-12-30,1680.0,0.05,425,PE,NFO-OPT,NFO
5603,16890114,65977,ASTRAL25DEC1660CE,ASTRAL,0.0,2025-12-30,1660.0,0.05,425,CE,NFO-OPT,NFO
5604,16890370,65978,ASTRAL25DEC1660PE,ASTRAL,0.0,2025-12-30,1660.0,0.05,425,PE,NFO-OPT,NFO
5605,18935810,73968,ASTRAL25DEC1640CE,ASTRAL,0.0,2025-12-30,1640.0,0.05,425,CE,NFO-OPT,NFO
5606,18936066,73969,ASTRAL25DEC1640PE,ASTRAL,0.0,2025-12-30,1640.0,0.05,425,PE,NFO-OPT,NFO
5607,16889602,65975,ASTRAL25DEC1620CE,ASTRAL,0.0,2025-12-30,1620.0,0.05,425,CE,NFO-OPT,NFO
5608,16889858,65976,ASTRAL25DEC1620PE,ASTRAL,0.0,2025-12-30,1620.0,0.05,425,PE,NFO-OPT,NFO
5609,18935298,73966,ASTRAL25DEC1600CE,ASTRAL,0.0,2025-12-30,1600.0,0.05,425,CE,NFO-OPT,NFO
5610,18935554,73967,ASTRAL25DEC1600PE,ASTRAL,0.0,2025-12-30,1600.0,0.05,425,PE,NFO-OPT,NFO
5611,16888834,65972,ASTRAL25DEC1580CE,ASTRAL,0.0,2025-12-30,1580.0,0.05,425,CE,NFO-OPT,NFO
5612,16881410,65943,ASTRAL25DEC1260CE,ASTRAL,0.0,2025-12-30,1260.0,0.05,425,CE,NFO-OPT,NFO
5613,16881666,65944,ASTRAL25DEC1260PE,ASTRAL,0.0,2025-12-30,1260.0,0.05,425,PE,NFO-OPT,NFO
5614,18929666,73944,ASTRAL25DEC1240CE,ASTRAL,0.0,2025-12-30,1240.0,0.05,425,CE,NFO-OPT,NFO
5615,18929922,73945,ASTRAL25DEC1240PE,ASTRAL,0.0,2025-12-30,1240.0,0.05,425,PE,NFO-OPT,NFO
5616,18929154,73942,ASTRAL25DEC1200CE,ASTRAL,0.0,2025-12-30,1200.0,0.05,425,CE,NFO-OPT,NFO
5617,18929410,73943,ASTRAL25DEC1200PE,ASTRAL,0.0,2025-12-30,1200.0,0.05,425,PE,NFO-OPT,NFO
5618,19235074,75137,ASTRAL26JAN1420CE,ASTRAL,0.0,2026-01-27,1420.0,0.05,425,CE,NFO-OPT,NFO
5619,19235330,75138,ASTRAL26JAN1420PE,ASTRAL,0.0,2026-01-27,1420.0,0.05,425,PE,NFO-OPT,NFO
5620,16917506,66084,ASTRAL26JAN1400CE,ASTRAL,0.0,2026-01-27,1400.0,0.05,425,CE,NFO-OPT,NFO
5621,16917762,66085,ASTRAL26JAN1400PE,ASTRAL,0.0,2026-01-27,1400.0,0.05,425,PE,NFO-OPT,NFO
5622,16918018,66086,ASTRAL26JAN1440CE,ASTRAL,0.0,2026-01-27,1440.0,0.05,425,CE,NFO-OPT,NFO
5623,16918274,66087,ASTRAL26JAN1440PE,ASTRAL,0.0,2026-01-27,1440.0,0.05,425,PE,NFO-OPT,NFO
5624,19234562,75135,ASTRAL26JAN1380CE,ASTRAL,0.0,2026-01-27,1380.0,0.05,425,CE,NFO-OPT,NFO
5625,19234818,75136,ASTRAL26JAN1380PE,ASTRAL,0.0,2026-01-27,1380.0,0.05,425,PE,NFO-OPT,NFO
5626,19235586,75139,ASTRAL26JAN1460CE,ASTRAL,0.0,2026-01-27,1460.0,0.05,425,CE,NFO-OPT,NFO
5627,19235842,75140,ASTRAL26JAN1460PE,ASTRAL,0.0,2026-01-27,1460.0,0.05,425,PE,NFO-OPT,NFO
5628,16916994,66082,ASTRAL26JAN1360CE,ASTRAL,0.0,2026-01-27,1360.0,0.05,425,CE,NFO-OPT,NFO
5629,16917250,66083,ASTRAL26JAN1360PE,ASTRAL,0.0,2026-01-27,1360.0,0.05,425,PE,NFO-OPT,NFO
5630,16918530,66088,ASTRAL26JAN1480CE,ASTRAL,0.0,2026-01-27,1480.0,0.05,425,CE,NFO-OPT,NFO
5631,16918786,66089,ASTRAL26JAN1480PE,ASTRAL,0.0,2026-01-27,1480.0,0.05,425,PE,NFO-OPT,NFO
5632,19234050,75133,ASTRAL26JAN1340CE,ASTRAL,0.0,2026-01-27,1340.0,0.05,425,CE,NFO-OPT,NFO
5633,19234306,75134,ASTRAL26JAN1340PE,ASTRAL,0.0,2026-01-27,1340.0,0.05,425,PE,NFO-OPT,NFO
5634,19236098,75141,ASTRAL26JAN1500CE,ASTRAL,0.0,2026-01-27,1500.0,0.05,425,CE,NFO-OPT,NFO
5635,19236354,75142,ASTRAL26JAN1500PE,ASTRAL,0.0,2026-01-27,1500.0,0.05,425,PE,NFO-OPT,NFO
5636,16916482,66080,ASTRAL26JAN1320CE,ASTRAL,0.0,2026-01-27,1320.0,0.05,425,CE,NFO-OPT,NFO
5637,16916738,66081,ASTRAL26JAN1320PE,ASTRAL,0.0,2026-01-27,1320.0,0.05,425,PE,NFO-OPT,NFO
5638,16919042,66090,ASTRAL26JAN1520CE,ASTRAL,0.0,2026-01-27,1520.0,0.05,425,CE,NFO-OPT,NFO
5639,16919298,66091,ASTRAL26JAN1520PE,ASTRAL,0.0,2026-01-27,1520.0,0.05,425,PE,NFO-OPT,NFO
5640,19233538,75131,ASTRAL26JAN1300CE,ASTRAL,0.0,2026-01-27,1300.0,0.05,425,CE,NFO-OPT,NFO
5641,19233794,75132,ASTRAL26JAN1300PE,ASTRAL,0.0,2026-01-27,1300.0,0.05,425,PE,NFO-OPT,NFO
5642,19236610,75143,ASTRAL26JAN1540CE,ASTRAL,0.0,2026-01-27,1540.0,0.05,425,CE,NFO-OPT,NFO
5643,19236866,75144,ASTRAL26JAN1540PE,ASTRAL,0.0,2026-01-27,1540.0,0.05,425,PE,NFO-OPT,NFO
5644,16915970,66078,ASTRAL26JAN1280CE,ASTRAL,0.0,2026-01-27,1280.0,0.05,425,CE,NFO-OPT,NFO
5645,16916226,66079,ASTRAL26JAN1280PE,ASTRAL,0.0,2026-01-27,1280.0,0.05,425,PE,NFO-OPT,NFO
5646,16919554,66092,ASTRAL26JAN1560CE,ASTRAL,0.0,2026-01-27,1560.0,0.05,425,CE,NFO-OPT,NFO
5647,16919810,66093,ASTRAL26JAN1560PE,ASTRAL,0.0,2026-01-27,1560.0,0.05,425,PE,NFO-OPT,NFO
5648,19237378,75146,ASTRAL26JAN1580PE,ASTRAL,0.0,2026-01-27,1580.0,0.05,425,PE,NFO-OPT,NFO
5649,16921602,66100,ASTRAL26JAN1720CE,ASTRAL,0.0,2026-01-27,1720.0,0.05,425,CE,NFO-OPT,NFO
5650,16921858,66101,ASTRAL26JAN1720PE,ASTRAL,0.0,2026-01-27,1720.0,0.05,425,PE,NFO-OPT,NFO
5651,16921090,66098,ASTRAL26JAN1680CE,ASTRAL,0.0,2026-01-27,1680.0,0.05,425,CE,NFO-OPT,NFO
5652,16921346,66099,ASTRAL26JAN1680PE,ASTRAL,0.0,2026-01-27,1680.0,0.05,425,PE,NFO-OPT,NFO
5653,16920578,66096,ASTRAL26JAN1640CE,ASTRAL,0.0,2026-01-27,1640.0,0.05,425,CE,NFO-OPT,NFO
5654,16920834,66097,ASTRAL26JAN1640PE,ASTRAL,0.0,2026-01-27,1640.0,0.05,425,PE,NFO-OPT,NFO
5655,19237634,75147,ASTRAL26JAN1620CE,ASTRAL,0.0,2026-01-27,1620.0,0.05,425,CE,NFO-OPT,NFO
5656,19237890,75148,ASTRAL26JAN1620PE,ASTRAL,0.0,2026-01-27,1620.0,0.05,425,PE,NFO-OPT,NFO
5657,16920066,66094,ASTRAL26JAN1600CE,ASTRAL,0.0,2026-01-27,1600.0,0.05,425,CE,NFO-OPT,NFO
5658,16920322,66095,ASTRAL26JAN1600PE,ASTRAL,0.0,2026-01-27,1600.0,0.05,425,PE,NFO-OPT,NFO
5659,19237122,75145,ASTRAL26JAN1580CE,ASTRAL,0.0,2026-01-27,1580.0,0.05,425,CE,NFO-OPT,NFO
5660,19233026,75129,ASTRAL26JAN1260CE,ASTRAL,0.0,2026-01-27,1260.0,0.05,425,CE,NFO-OPT,NFO
5661,19233282,75130,ASTRAL26JAN1260PE,ASTRAL,0.0,2026-01-27,1260.0,0.05,425,PE,NFO-OPT,NFO
5662,16915458,66076,ASTRAL26JAN1240CE,ASTRAL,0.0,2026-01-27,1240.0,0.05,425,CE,NFO-OPT,NFO
5663,16915714,66077,ASTRAL26JAN1240PE,ASTRAL,0.0,2026-01-27,1240.0,0.05,425,PE,NFO-OPT,NFO
5664,16914946,66074,ASTRAL26JAN1200CE,ASTRAL,0.0,2026-01-27,1200.0,0.05,425,CE,NFO-OPT,NFO
5665,16915202,66075,ASTRAL26JAN1200PE,ASTRAL,0.0,2026-01-27,1200.0,0.05,425,PE,NFO-OPT,NFO
5666,19267330,75263,ASTRAL26FEB1400CE,ASTRAL,0.0,2026-02-24,1400.0,0.05,425,CE,NFO-OPT,NFO
5667,19267586,75264,ASTRAL26FEB1400PE,ASTRAL,0.0,2026-02-24,1400.0,0.05,425,PE,NFO-OPT,NFO
5668,19267842,75265,ASTRAL26FEB1440CE,ASTRAL,0.0,2026-02-24,1440.0,0.05,425,CE,NFO-OPT,NFO
5669,19268098,75266,ASTRAL26FEB1440PE,ASTRAL,0.0,2026-02-24,1440.0,0.05,425,PE,NFO-OPT,NFO
5670,19264514,75252,ASTRAL26FEB1360CE,ASTRAL,0.0,2026-02-24,1360.0,0.05,425,CE,NFO-OPT,NFO
5671,19264770,75253,ASTRAL26FEB1360PE,ASTRAL,0.0,2026-02-24,1360.0,0.05,425,PE,NFO-OPT,NFO
5672,19268354,75267,ASTRAL26FEB1480CE,ASTRAL,0.0,2026-02-24,1480.0,0.05,425,CE,NFO-OPT,NFO
5673,19268610,75268,ASTRAL26FEB1480PE,ASTRAL,0.0,2026-02-24,1480.0,0.05,425,PE,NFO-OPT,NFO
5674,19264002,75250,ASTRAL26FEB1320CE,ASTRAL,0.0,2026-02-24,1320.0,0.05,425,CE,NFO-OPT,NFO
5675,19264258,75251,ASTRAL26FEB1320PE,ASTRAL,0.0,2026-02-24,1320.0,0.05,425,PE,NFO-OPT,NFO
5676,19268866,75269,ASTRAL26FEB1520CE,ASTRAL,0.0,2026-02-24,1520.0,0.05,425,CE,NFO-OPT,NFO
5677,19269122,75270,ASTRAL26FEB1520PE,ASTRAL,0.0,2026-02-24,1520.0,0.05,425,PE,NFO-OPT,NFO
5678,19263490,75248,ASTRAL26FEB1280CE,ASTRAL,0.0,2026-02-24,1280.0,0.05,425,CE,NFO-OPT,NFO
5679,19263746,75249,ASTRAL26FEB1280PE,ASTRAL,0.0,2026-02-24,1280.0,0.05,425,PE,NFO-OPT,NFO
5680,19269378,75271,ASTRAL26FEB1560CE,ASTRAL,0.0,2026-02-24,1560.0,0.05,425,CE,NFO-OPT,NFO
5681,19269634,75272,ASTRAL26FEB1560PE,ASTRAL,0.0,2026-02-24,1560.0,0.05,425,PE,NFO-OPT,NFO
5682,19262978,75246,ASTRAL26FEB1240CE,ASTRAL,0.0,2026-02-24,1240.0,0.05,425,CE,NFO-OPT,NFO
5683,19263234,75247,ASTRAL26FEB1240PE,ASTRAL,0.0,2026-02-24,1240.0,0.05,425,PE,NFO-OPT,NFO
5684,19269890,75273,ASTRAL26FEB1600CE,ASTRAL,0.0,2026-02-24,1600.0,0.05,425,CE,NFO-OPT,NFO
5685,19270146,75274,ASTRAL26FEB1600PE,ASTRAL,0.0,2026-02-24,1600.0,0.05,425,PE,NFO-OPT,NFO
5686,19262466,75244,ASTRAL26FEB1200CE,ASTRAL,0.0,2026-02-24,1200.0,0.05,425,CE,NFO-OPT,NFO
5687,19262722,75245,ASTRAL26FEB1200PE,ASTRAL,0.0,2026-02-24,1200.0,0.05,425,PE,NFO-OPT,NFO
5688,19270402,75275,ASTRAL26FEB1640CE,ASTRAL,0.0,2026-02-24,1640.0,0.05,425,CE,NFO-OPT,NFO
5689,19270658,75276,ASTRAL26FEB1640PE,ASTRAL,0.0,2026-02-24,1640.0,0.05,425,PE,NFO-OPT,NFO
5690,19270914,75277,ASTRAL26FEB1680CE,ASTRAL,0.0,2026-02-24,1680.0,0.05,425,CE,NFO-OPT,NFO
5691,19271170,75278,ASTRAL26FEB1680PE,ASTRAL,0.0,2026-02-24,1680.0,0.05,425,PE,NFO-OPT,NFO
5692,19257858,75226,ASTRAL26FEB1120CE,ASTRAL,0.0,2026-02-24,1120.0,0.05,425,CE,NFO-OPT,NFO
5693,19258114,75227,ASTRAL26FEB1120PE,ASTRAL,0.0,2026-02-24,1120.0,0.05,425,PE,NFO-OPT,NFO
5694,16982018,66336,AUBANK25DEC990CE,AUBANK,0.0,2025-12-30,990.0,0.05,1000,CE,NFO-OPT,NFO
5695,16985858,66351,AUBANK25DEC990PE,AUBANK,0.0,2025-12-30,990.0,0.05,1000,PE,NFO-OPT,NFO
5696,9103874,35562,AUBANK25DEC980CE,AUBANK,0.0,2025-12-30,980.0,0.05,1000,CE,NFO-OPT,NFO
5697,9104130,35563,AUBANK25DEC980PE,AUBANK,0.0,2025-12-30,980.0,0.05,1000,PE,NFO-OPT,NFO
5698,18993666,74194,AUBANK25DEC1000CE,AUBANK,0.0,2025-12-30,1000.0,0.05,1000,CE,NFO-OPT,NFO
5699,18993922,74195,AUBANK25DEC1000PE,AUBANK,0.0,2025-12-30,1000.0,0.05,1000,PE,NFO-OPT,NFO
5700,16981506,66334,AUBANK25DEC970CE,AUBANK,0.0,2025-12-30,970.0,0.05,1000,CE,NFO-OPT,NFO
5701,16981762,66335,AUBANK25DEC970PE,AUBANK,0.0,2025-12-30,970.0,0.05,1000,PE,NFO-OPT,NFO
5702,16986114,66352,AUBANK25DEC1010CE,AUBANK,0.0,2025-12-30,1010.0,0.05,1000,CE,NFO-OPT,NFO
5703,16986370,66353,AUBANK25DEC1010PE,AUBANK,0.0,2025-12-30,1010.0,0.05,1000,PE,NFO-OPT,NFO
5704,18992642,74190,AUBANK25DEC960CE,AUBANK,0.0,2025-12-30,960.0,0.05,1000,CE,NFO-OPT,NFO
5705,18992898,74191,AUBANK25DEC960PE,AUBANK,0.0,2025-12-30,960.0,0.05,1000,PE,NFO-OPT,NFO
5706,11426050,44633,AUBANK25DEC1020CE,AUBANK,0.0,2025-12-30,1020.0,0.05,1000,CE,NFO-OPT,NFO
5707,11426306,44634,AUBANK25DEC1020PE,AUBANK,0.0,2025-12-30,1020.0,0.05,1000,PE,NFO-OPT,NFO
5708,16980994,66332,AUBANK25DEC950CE,AUBANK,0.0,2025-12-30,950.0,0.05,1000,CE,NFO-OPT,NFO
5709,16981250,66333,AUBANK25DEC950PE,AUBANK,0.0,2025-12-30,950.0,0.05,1000,PE,NFO-OPT,NFO
5710,16986626,66354,AUBANK25DEC1030CE,AUBANK,0.0,2025-12-30,1030.0,0.05,1000,CE,NFO-OPT,NFO
5711,16986882,66355,AUBANK25DEC1030PE,AUBANK,0.0,2025-12-30,1030.0,0.05,1000,PE,NFO-OPT,NFO
5712,18992130,74188,AUBANK25DEC940CE,AUBANK,0.0,2025-12-30,940.0,0.05,1000,CE,NFO-OPT,NFO
5713,18992386,74189,AUBANK25DEC940PE,AUBANK,0.0,2025-12-30,940.0,0.05,1000,PE,NFO-OPT,NFO
5714,18994178,74196,AUBANK25DEC1040CE,AUBANK,0.0,2025-12-30,1040.0,0.05,1000,CE,NFO-OPT,NFO
5715,18994434,74197,AUBANK25DEC1040PE,AUBANK,0.0,2025-12-30,1040.0,0.05,1000,PE,NFO-OPT,NFO
5716,16980482,66330,AUBANK25DEC930CE,AUBANK,0.0,2025-12-30,930.0,0.05,1000,CE,NFO-OPT,NFO
5717,16980738,66331,AUBANK25DEC930PE,AUBANK,0.0,2025-12-30,930.0,0.05,1000,PE,NFO-OPT,NFO
5718,16987138,66356,AUBANK25DEC1050CE,AUBANK,0.0,2025-12-30,1050.0,0.05,1000,CE,NFO-OPT,NFO
5719,16987394,66357,AUBANK25DEC1050PE,AUBANK,0.0,2025-12-30,1050.0,0.05,1000,PE,NFO-OPT,NFO
5720,18991618,74186,AUBANK25DEC920CE,AUBANK,0.0,2025-12-30,920.0,0.05,1000,CE,NFO-OPT,NFO
5721,18991874,74187,AUBANK25DEC920PE,AUBANK,0.0,2025-12-30,920.0,0.05,1000,PE,NFO-OPT,NFO
5722,12112898,47316,AUBANK25DEC1060CE,AUBANK,0.0,2025-12-30,1060.0,0.05,1000,CE,NFO-OPT,NFO
5723,12113154,47317,AUBANK25DEC1060PE,AUBANK,0.0,2025-12-30,1060.0,0.05,1000,PE,NFO-OPT,NFO
5724,18998018,74211,AUBANK25DEC1080PE,AUBANK,0.0,2025-12-30,1080.0,0.05,1000,PE,NFO-OPT,NFO
5725,12115970,47328,AUBANK25DEC1100CE,AUBANK,0.0,2025-12-30,1100.0,0.05,1000,CE,NFO-OPT,NFO
5726,12116226,47329,AUBANK25DEC1100PE,AUBANK,0.0,2025-12-30,1100.0,0.05,1000,PE,NFO-OPT,NFO
5727,18997762,74210,AUBANK25DEC1080CE,AUBANK,0.0,2025-12-30,1080.0,0.05,1000,CE,NFO-OPT,NFO
5728,16978946,66324,AUBANK25DEC910CE,AUBANK,0.0,2025-12-30,910.0,0.05,1000,CE,NFO-OPT,NFO
5729,16980226,66329,AUBANK25DEC910PE,AUBANK,0.0,2025-12-30,910.0,0.05,1000,PE,NFO-OPT,NFO
5730,18990594,74182,AUBANK25DEC900CE,AUBANK,0.0,2025-12-30,900.0,0.05,1000,CE,NFO-OPT,NFO
5731,18990850,74183,AUBANK25DEC900PE,AUBANK,0.0,2025-12-30,900.0,0.05,1000,PE,NFO-OPT,NFO
5732,16978434,66322,AUBANK25DEC890CE,AUBANK,0.0,2025-12-30,890.0,0.05,1000,CE,NFO-OPT,NFO
5733,16978690,66323,AUBANK25DEC890PE,AUBANK,0.0,2025-12-30,890.0,0.05,1000,PE,NFO-OPT,NFO
5734,18989058,74176,AUBANK25DEC880CE,AUBANK,0.0,2025-12-30,880.0,0.05,1000,CE,NFO-OPT,NFO
5735,18989314,74177,AUBANK25DEC880PE,AUBANK,0.0,2025-12-30,880.0,0.05,1000,PE,NFO-OPT,NFO
5736,16977922,66320,AUBANK25DEC870CE,AUBANK,0.0,2025-12-30,870.0,0.05,1000,CE,NFO-OPT,NFO
5737,16978178,66321,AUBANK25DEC870PE,AUBANK,0.0,2025-12-30,870.0,0.05,1000,PE,NFO-OPT,NFO
5738,18985474,74162,AUBANK25DEC860CE,AUBANK,0.0,2025-12-30,860.0,0.05,1000,CE,NFO-OPT,NFO
5739,18985730,74163,AUBANK25DEC860PE,AUBANK,0.0,2025-12-30,860.0,0.05,1000,PE,NFO-OPT,NFO
5740,16977410,66318,AUBANK25DEC850CE,AUBANK,0.0,2025-12-30,850.0,0.05,1000,CE,NFO-OPT,NFO
5741,16977666,66319,AUBANK25DEC850PE,AUBANK,0.0,2025-12-30,850.0,0.05,1000,PE,NFO-OPT,NFO
5742,18984962,74160,AUBANK25DEC840CE,AUBANK,0.0,2025-12-30,840.0,0.05,1000,CE,NFO-OPT,NFO
5743,18985218,74161,AUBANK25DEC840PE,AUBANK,0.0,2025-12-30,840.0,0.05,1000,PE,NFO-OPT,NFO
5744,16974338,66306,AUBANK25DEC830CE,AUBANK,0.0,2025-12-30,830.0,0.05,1000,CE,NFO-OPT,NFO
5745,16977154,66317,AUBANK25DEC830PE,AUBANK,0.0,2025-12-30,830.0,0.05,1000,PE,NFO-OPT,NFO
5746,18984450,74158,AUBANK25DEC820CE,AUBANK,0.0,2025-12-30,820.0,0.05,1000,CE,NFO-OPT,NFO
5747,18984706,74159,AUBANK25DEC820PE,AUBANK,0.0,2025-12-30,820.0,0.05,1000,PE,NFO-OPT,NFO
5748,16973826,66304,AUBANK25DEC810CE,AUBANK,0.0,2025-12-30,810.0,0.05,1000,CE,NFO-OPT,NFO
5749,16974082,66305,AUBANK25DEC810PE,AUBANK,0.0,2025-12-30,810.0,0.05,1000,PE,NFO-OPT,NFO
5750,18982914,74152,AUBANK25DEC800CE,AUBANK,0.0,2025-12-30,800.0,0.05,1000,CE,NFO-OPT,NFO
5751,18983170,74153,AUBANK25DEC800PE,AUBANK,0.0,2025-12-30,800.0,0.05,1000,PE,NFO-OPT,NFO
5752,18982402,74150,AUBANK25DEC780CE,AUBANK,0.0,2025-12-30,780.0,0.05,1000,CE,NFO-OPT,NFO
5753,18982658,74151,AUBANK25DEC780PE,AUBANK,0.0,2025-12-30,780.0,0.05,1000,PE,NFO-OPT,NFO
5754,18981890,74148,AUBANK25DEC760CE,AUBANK,0.0,2025-12-30,760.0,0.05,1000,CE,NFO-OPT,NFO
5755,18982146,74149,AUBANK25DEC760PE,AUBANK,0.0,2025-12-30,760.0,0.05,1000,PE,NFO-OPT,NFO
5756,18981122,74145,AUBANK25DEC740PE,AUBANK,0.0,2025-12-30,740.0,0.05,1000,PE,NFO-OPT,NFO
5757,19315970,75453,AUBANK26JAN990CE,AUBANK,0.0,2026-01-27,990.0,0.05,1000,CE,NFO-OPT,NFO
5758,19316226,75454,AUBANK26JAN990PE,AUBANK,0.0,2026-01-27,990.0,0.05,1000,PE,NFO-OPT,NFO
5759,17008898,66441,AUBANK26JAN1000CE,AUBANK,0.0,2026-01-27,1000.0,0.05,1000,CE,NFO-OPT,NFO
5760,17013762,66460,AUBANK26JAN1000PE,AUBANK,0.0,2026-01-27,1000.0,0.05,1000,PE,NFO-OPT,NFO
5761,17008386,66439,AUBANK26JAN980CE,AUBANK,0.0,2026-01-27,980.0,0.05,1000,CE,NFO-OPT,NFO
5762,17008642,66440,AUBANK26JAN980PE,AUBANK,0.0,2026-01-27,980.0,0.05,1000,PE,NFO-OPT,NFO
5763,19321090,75473,AUBANK26JAN1010CE,AUBANK,0.0,2026-01-27,1010.0,0.05,1000,CE,NFO-OPT,NFO
5764,19321346,75474,AUBANK26JAN1010PE,AUBANK,0.0,2026-01-27,1010.0,0.05,1000,PE,NFO-OPT,NFO
5765,19314946,75449,AUBANK26JAN970CE,AUBANK,0.0,2026-01-27,970.0,0.05,1000,CE,NFO-OPT,NFO
5766,19315202,75450,AUBANK26JAN970PE,AUBANK,0.0,2026-01-27,970.0,0.05,1000,PE,NFO-OPT,NFO
5767,17014786,66464,AUBANK26JAN1020CE,AUBANK,0.0,2026-01-27,1020.0,0.05,1000,CE,NFO-OPT,NFO
5768,17015298,66466,AUBANK26JAN1020PE,AUBANK,0.0,2026-01-27,1020.0,0.05,1000,PE,NFO-OPT,NFO
5769,17002754,66417,AUBANK26JAN960CE,AUBANK,0.0,2026-01-27,960.0,0.05,1000,CE,NFO-OPT,NFO
5770,17003010,66418,AUBANK26JAN960PE,AUBANK,0.0,2026-01-27,960.0,0.05,1000,PE,NFO-OPT,NFO
5771,19321602,75475,AUBANK26JAN1030CE,AUBANK,0.0,2026-01-27,1030.0,0.05,1000,CE,NFO-OPT,NFO
5772,19321858,75476,AUBANK26JAN1030PE,AUBANK,0.0,2026-01-27,1030.0,0.05,1000,PE,NFO-OPT,NFO
5773,19299074,75387,AUBANK26JAN950CE,AUBANK,0.0,2026-01-27,950.0,0.05,1000,CE,NFO-OPT,NFO
5774,19299330,75388,AUBANK26JAN950PE,AUBANK,0.0,2026-01-27,950.0,0.05,1000,PE,NFO-OPT,NFO
5775,17015810,66468,AUBANK26JAN1040CE,AUBANK,0.0,2026-01-27,1040.0,0.05,1000,CE,NFO-OPT,NFO
5776,17018882,66480,AUBANK26JAN1040PE,AUBANK,0.0,2026-01-27,1040.0,0.05,1000,PE,NFO-OPT,NFO
5777,17002242,66415,AUBANK26JAN940CE,AUBANK,0.0,2026-01-27,940.0,0.05,1000,CE,NFO-OPT,NFO
5778,17002498,66416,AUBANK26JAN940PE,AUBANK,0.0,2026-01-27,940.0,0.05,1000,PE,NFO-OPT,NFO
5779,19322114,75477,AUBANK26JAN1050CE,AUBANK,0.0,2026-01-27,1050.0,0.05,1000,CE,NFO-OPT,NFO
5780,19322370,75478,AUBANK26JAN1050PE,AUBANK,0.0,2026-01-27,1050.0,0.05,1000,PE,NFO-OPT,NFO
5781,19297026,75379,AUBANK26JAN930CE,AUBANK,0.0,2026-01-27,930.0,0.05,1000,CE,NFO-OPT,NFO
5782,19297282,75380,AUBANK26JAN930PE,AUBANK,0.0,2026-01-27,930.0,0.05,1000,PE,NFO-OPT,NFO
5783,17019138,66481,AUBANK26JAN1060CE,AUBANK,0.0,2026-01-27,1060.0,0.05,1000,CE,NFO-OPT,NFO
5784,17019394,66482,AUBANK26JAN1060PE,AUBANK,0.0,2026-01-27,1060.0,0.05,1000,PE,NFO-OPT,NFO
5785,17001730,66413,AUBANK26JAN920CE,AUBANK,0.0,2026-01-27,920.0,0.05,1000,CE,NFO-OPT,NFO
5786,17001986,66414,AUBANK26JAN920PE,AUBANK,0.0,2026-01-27,920.0,0.05,1000,PE,NFO-OPT,NFO
5787,17042178,66571,AUBANK26JAN1080PE,AUBANK,0.0,2026-01-27,1080.0,0.05,1000,PE,NFO-OPT,NFO
5788,17042434,66572,AUBANK26JAN1100CE,AUBANK,0.0,2026-01-27,1100.0,0.05,1000,CE,NFO-OPT,NFO
5789,17051650,66608,AUBANK26JAN1100PE,AUBANK,0.0,2026-01-27,1100.0,0.05,1000,PE,NFO-OPT,NFO
5790,17019650,66483,AUBANK26JAN1080CE,AUBANK,0.0,2026-01-27,1080.0,0.05,1000,CE,NFO-OPT,NFO
5791,19296514,75377,AUBANK26JAN910CE,AUBANK,0.0,2026-01-27,910.0,0.05,1000,CE,NFO-OPT,NFO
